요일,시군구,사망자수,중상자수,경상자수,부상신고자수,기상상태,인구수,도로형태
수요일,대전광역시 동구 용전동,0,0,3,0,맑음,"19,995",단일로 - 기타
수요일,대전광역시 동구 용전동,0,0,3,0,맑음,"19,995",단일로 - 기타
수요일,대전광역시 동구 삼성동,0,1,0,0,맑음,"13,402",단일로 - 기타
수요일,대전광역시 동구 삼성동,0,1,0,0,맑음,"13,402",단일로 - 기타
수요일,대전광역시 동구 인동,0,0,1,0,비,"6,714",교차로 - 교차로부근
수요일,대전광역시 동구 인동,0,0,1,0,비,"6,714",교차로 - 교차로안
수요일,대전광역시 서구 관저동,0,0,1,0,비,"62,855",교차로 - 교차로부근
수요일,대전광역시 서구 관저동,0,0,1,0,비,"14,751",교차로 - 교차로부근
수요일,대전광역시 서구 관저동,0,0,1,0,비,"48,104",교차로 - 교차로부근
수요일,대전광역시 서구 괴정동,0,0,1,0,비,"18,477",단일로 - 기타
수요일,대전광역시 서구 괴정동,0,0,1,0,비,"18,477",단일로 - 기타
수요일,대전광역시 대덕구 읍내동,0,0,2,0,비,"5,729",교차로 - 교차로부근
수요일,대전광역시 유성구 노은동,0,2,0,0,비,"20,941",교차로 - 교차로안
수요일,대전광역시 유성구 노은동,0,2,0,0,비,"23,426",교차로 - 교차로안
수요일,대전광역시 유성구 노은동,0,2,0,0,비,"36,285",교차로 - 교차로안
수요일,대전광역시 유성구 노은동,0,2,0,0,비,"14,481",교차로 - 교차로안
수요일,대전광역시 유성구 봉명동,0,0,1,0,비,"27,465",단일로 - 기타
목요일,대전광역시 서구 월평동,0,0,0,1,비,"44,694",단일로 - 기타
목요일,대전광역시 서구 월평동,0,0,0,1,비,"11,127",단일로 - 기타
목요일,대전광역시 서구 월평동,0,0,0,1,비,"13,437",단일로 - 기타
목요일,대전광역시 서구 월평동,0,0,0,1,비,"20,130",단일로 - 기타
목요일,대전광역시 대덕구 읍내동,0,0,1,0,비,"5,729",교차로 - 교차로부근
목요일,대전광역시 대덕구 법동,0,0,1,0,비,"27,012",단일로 - 기타
목요일,대전광역시 대덕구 법동,0,0,1,0,비,"12,218",단일로 - 기타
목요일,대전광역시 대덕구 법동,0,0,1,0,비,"14,794",단일로 - 기타
목요일,대전광역시 대덕구 대화동,0,0,3,0,맑음,"6,090",교차로 - 교차로안
목요일,대전광역시 대덕구 대화동,0,0,3,0,맑음,"6,090",교차로 - 교차로안
목요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,"27,465",단일로 - 기타
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"70,196",기타 - 기타
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"16,308",기타 - 기타
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"35,023",기타 - 기타
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"18,865",기타 - 기타
목요일,대전광역시 유성구 구암동,0,0,1,0,비,"11,108",단일로 - 기타
목요일,대전광역시 서구 도마동,0,0,1,0,비,"34,939",단일로 - 기타
목요일,대전광역시 서구 도마동,0,0,1,0,비,"18,687",단일로 - 기타
목요일,대전광역시 서구 도마동,0,0,1,0,비,"16,252",단일로 - 기타
목요일,대전광역시 유성구 봉명동,0,0,1,0,비,"27,465",교차로 - 교차로안
목요일,대전광역시 중구 문화동,0,0,2,0,맑음,"32,040",교차로 - 교차로부근
목요일,대전광역시 중구 문화동,0,0,2,0,맑음,"20,580",교차로 - 교차로부근
목요일,대전광역시 중구 문화동,0,0,2,0,맑음,"11,460",교차로 - 교차로부근
목요일,대전광역시 대덕구 비래동,0,0,0,1,맑음,"14,987",단일로 - 기타
목요일,대전광역시 대덕구 비래동,0,0,0,1,맑음,"14,987",단일로 - 기타
목요일,대전광역시 서구 용문동,0,0,1,0,흐림,"11,660",교차로 - 교차로안
목요일,대전광역시 서구 용문동,0,0,1,0,흐림,"11,660",교차로 - 교차로안
목요일,대전광역시 중구 오류동,0,1,0,0,비,"10,077",교차로 - 교차로안
목요일,대전광역시 중구 오류동,0,1,0,0,비,"10,077",교차로 - 교차로안
목요일,대전광역시 서구 관저동,0,0,1,0,비,"62,855",교차로 - 교차로부근
목요일,대전광역시 서구 관저동,0,0,1,0,비,"14,751",교차로 - 교차로부근
목요일,대전광역시 서구 관저동,0,0,1,0,비,"48,104",교차로 - 교차로부근
목요일,대전광역시 서구 탄방동,0,0,1,0,비,"26,410",교차로 - 교차로부근
목요일,대전광역시 서구 탄방동,0,0,1,0,비,"26,410",교차로 - 교차로부근
목요일,대전광역시 유성구 방동,0,0,1,0,비,326,단일로 - 기타
금요일,대전광역시 유성구 지족동,0,0,2,0,비,"41,331",교차로 - 교차로안
금요일,대전광역시 유성구 방동,0,0,1,0,비,326,기타 - 기타
금요일,대전광역시 서구 괴정동,0,1,1,0,맑음,"18,477",교차로 - 교차로안
금요일,대전광역시 서구 괴정동,0,1,1,0,맑음,"18,477",교차로 - 교차로안
금요일,대전광역시 대덕구 석봉동,0,0,1,0,비,"16,032",교차로 - 교차로안
금요일,대전광역시 대덕구 석봉동,0,0,1,0,비,"16,032",교차로 - 교차로안
금요일,대전광역시 유성구 원내동,0,0,0,1,맑음,"11,429",기타 - 기타
금요일,대전광역시 서구 도마동,0,1,0,0,비,"34,939",단일로 - 기타
금요일,대전광역시 서구 도마동,0,1,0,0,비,"18,687",단일로 - 기타
금요일,대전광역시 서구 도마동,0,1,0,0,비,"16,252",단일로 - 기타
금요일,대전광역시 서구 탄방동,0,0,1,0,흐림,"26,410",단일로 - 기타
금요일,대전광역시 서구 탄방동,0,0,1,0,흐림,"26,410",단일로 - 기타
금요일,대전광역시 중구 목동,0,0,1,0,맑음,"17,579",교차로 - 교차로횡단보도내
금요일,대전광역시 중구 목동,0,0,1,0,맑음,"17,579",교차로 - 교차로횡단보도내
금요일,대전광역시 서구 도마동,0,0,1,0,맑음,"34,939",교차로 - 교차로안
금요일,대전광역시 서구 도마동,0,0,1,0,맑음,"18,687",교차로 - 교차로안
금요일,대전광역시 서구 도마동,0,0,1,0,맑음,"16,252",교차로 - 교차로안
금요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로안
금요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로안
금요일,대전광역시 동구 용전동,0,0,1,0,맑음,"19,995",단일로 - 기타
금요일,대전광역시 동구 용전동,0,0,1,0,맑음,"19,995",단일로 - 기타
금요일,대전광역시 대덕구 비래동,0,0,2,0,맑음,"14,987",단일로 - 기타
금요일,대전광역시 대덕구 비래동,0,0,2,0,맑음,"14,987",단일로 - 기타
금요일,대전광역시 동구 원동,0,1,0,0,맑음,398,단일로 - 기타
금요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로부근
금요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로부근
금요일,대전광역시 유성구 화암동,0,0,1,0,맑음,215,교차로 - 교차로안
금요일,대전광역시 중구 목동,0,1,0,0,맑음,"17,579",교차로 - 교차로안
금요일,대전광역시 중구 목동,0,1,0,0,맑음,"17,579",교차로 - 교차로안
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,"36,598",기타 - 기타
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,"12,533",기타 - 기타
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,"24,065",기타 - 기타
금요일,대전광역시 유성구 탑립동,0,0,3,0,맑음,467,교차로 - 교차로부근
금요일,대전광역시 유성구 봉명동,0,0,2,0,맑음,"27,465",기타 - 기타
금요일,대전광역시 유성구 관평동,0,0,1,0,맑음,"37,229",기타 - 기타
금요일,대전광역시 유성구 관평동,0,0,1,0,맑음,"22,786",기타 - 기타
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"44,762",기타 - 기타
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"20,961",기타 - 기타
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"23,801",기타 - 기타
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"44,762",교차로 - 교차로안
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"20,961",교차로 - 교차로안
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,"23,801",교차로 - 교차로안
금요일,대전광역시 중구 대흥동,0,0,1,0,맑음,"12,792",교차로 - 교차로안
금요일,대전광역시 중구 대흥동,0,0,1,0,맑음,"12,792",교차로 - 교차로안
금요일,대전광역시 동구 가오동,0,0,6,0,맑음,"11,519",교차로 - 교차로안
토요일,대전광역시 유성구 어은동,0,2,0,0,맑음,"9,669",교차로 - 교차로안
토요일,대전광역시 유성구 봉명동,0,0,4,0,비,"27,465",단일로 - 기타
토요일,대전광역시 중구 용두동,0,0,1,0,맑음,"9,871",교차로 - 교차로부근
토요일,대전광역시 중구 용두동,0,0,1,0,맑음,"9,871",교차로 - 교차로부근
토요일,대전광역시 서구 도마동,0,0,1,0,비,"34,939",단일로 - 기타
토요일,대전광역시 서구 도마동,0,0,1,0,비,"18,687",단일로 - 기타
토요일,대전광역시 서구 도마동,0,0,1,0,비,"16,252",단일로 - 기타
토요일,대전광역시 대덕구 중리동,0,0,1,0,비,"18,162",교차로 - 교차로부근
토요일,대전광역시 대덕구 중리동,0,0,1,0,비,"18,162",교차로 - 교차로부근
토요일,대전광역시 유성구 노은동,0,0,1,0,맑음,"20,941",기타 - 기타
토요일,대전광역시 유성구 노은동,0,0,1,0,맑음,"23,426",기타 - 기타
토요일,대전광역시 유성구 노은동,0,0,1,0,맑음,"36,285",기타 - 기타
토요일,대전광역시 유성구 노은동,0,0,1,0,맑음,"14,481",기타 - 기타
토요일,대전광역시 동구 원동,0,1,0,0,흐림,398,단일로 - 기타
토요일,대전광역시 유성구 노은동,0,0,2,0,맑음,"20,941",교차로 - 교차로부근
토요일,대전광역시 유성구 노은동,0,0,2,0,맑음,"23,426",교차로 - 교차로부근
토요일,대전광역시 유성구 노은동,0,0,2,0,맑음,"36,285",교차로 - 교차로부근
토요일,대전광역시 유성구 노은동,0,0,2,0,맑음,"14,481",교차로 - 교차로부근
토요일,대전광역시 동구 중동,0,0,1,0,맑음,631,단일로 - 기타
토요일,대전광역시 동구 원동,0,0,0,2,맑음,398,단일로 - 기타
토요일,대전광역시 유성구 관평동,0,1,0,0,맑음,"37,229",교차로 - 교차로부근
토요일,대전광역시 유성구 관평동,0,1,0,0,맑음,"22,786",교차로 - 교차로부근
토요일,대전광역시 동구 소제동,0,1,0,0,맑음,"1,195",교차로 - 교차로안
토요일,대전광역시 대덕구 송촌동,0,0,1,0,맑음,"25,620",기타 - 기타
토요일,대전광역시 대덕구 송촌동,0,0,1,0,맑음,"25,620",기타 - 기타
토요일,대전광역시 대덕구 법동,0,0,1,0,맑음,"27,012",교차로 - 교차로부근
토요일,대전광역시 대덕구 법동,0,0,1,0,맑음,"12,218",교차로 - 교차로부근
토요일,대전광역시 대덕구 법동,0,0,1,0,맑음,"14,794",교차로 - 교차로부근
토요일,대전광역시 서구 도안동,0,0,1,0,맑음,"36,506",교차로 - 교차로안
토요일,대전광역시 서구 도안동,0,0,1,0,맑음,"36,506",교차로 - 교차로안
토요일,대전광역시 유성구 하기동,0,1,0,0,맑음,"10,325",교차로 - 교차로부근
토요일,대전광역시 서구 월평동,0,0,2,0,맑음,"44,694",단일로 - 교량
토요일,대전광역시 서구 월평동,0,0,2,0,맑음,"11,127",단일로 - 교량
토요일,대전광역시 서구 월평동,0,0,2,0,맑음,"13,437",단일로 - 교량
토요일,대전광역시 서구 월평동,0,0,2,0,맑음,"20,130",단일로 - 교량
토요일,대전광역시 동구 성남동,0,1,0,0,맑음,"10,790",교차로 - 교차로횡단보도내
토요일,대전광역시 동구 성남동,0,1,0,0,맑음,"10,790",교차로 - 교차로횡단보도내
토요일,대전광역시 동구 원동,0,0,2,0,맑음,398,교차로 - 교차로안
일요일,대전광역시 동구 소제동,0,1,0,0,맑음,"1,195",교차로 - 교차로안
일요일,대전광역시 동구 정동,0,0,1,0,맑음,830,교차로 - 교차로안
일요일,대전광역시 서구 둔산동,0,1,0,0,맑음,"70,196",교차로 - 교차로안
일요일,대전광역시 서구 둔산동,0,1,0,0,맑음,"16,308",교차로 - 교차로안
일요일,대전광역시 서구 둔산동,0,1,0,0,맑음,"35,023",교차로 - 교차로안
일요일,대전광역시 서구 둔산동,0,1,0,0,맑음,"18,865",교차로 - 교차로안
일요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,"27,465",단일로 - 기타
일요일,대전광역시 대덕구 오정동,0,0,2,0,맑음,"13,668",기타 - 기타
일요일,대전광역시 대덕구 오정동,0,0,2,0,맑음,"13,668",기타 - 기타
일요일,대전광역시 유성구 관평동,0,0,1,0,맑음,"37,229",교차로 - 교차로안
일요일,대전광역시 유성구 관평동,0,0,1,0,맑음,"22,786",교차로 - 교차로안
일요일,대전광역시 서구 내동,0,0,1,0,맑음,"22,446",교차로 - 교차로안
일요일,대전광역시 서구 내동,0,0,1,0,맑음,"22,446",교차로 - 교차로안
일요일,대전광역시 유성구 교촌동,0,0,2,1,맑음,"4,508",단일로 - 기타
일요일,대전광역시 유성구 도룡동,0,0,1,0,맑음,"8,759",기타 - 기타
일요일,대전광역시 대덕구 법동,0,0,0,1,맑음,"27,012",교차로 - 교차로횡단보도내
일요일,대전광역시 대덕구 법동,0,0,0,1,맑음,"12,218",교차로 - 교차로횡단보도내
일요일,대전광역시 대덕구 법동,0,0,0,1,맑음,"14,794",교차로 - 교차로횡단보도내
일요일,대전광역시 동구 신흥동,0,1,0,0,맑음,"8,114",교차로 - 교차로안
일요일,대전광역시 동구 자양동,0,0,1,0,맑음,"10,901",단일로 - 기타
일요일,대전광역시 동구 자양동,0,0,1,0,맑음,"10,901",단일로 - 기타
월요일,대전광역시 대덕구 오정동,0,0,4,0,맑음,"13,668",기타 - 기타
월요일,대전광역시 대덕구 오정동,0,0,4,0,맑음,"13,668",기타 - 기타
월요일,대전광역시 중구 대사동,0,1,0,0,맑음,"5,219",단일로 - 기타
월요일,대전광역시 중구 대사동,0,1,0,0,맑음,"5,219",단일로 - 기타
월요일,대전광역시 서구 관저동,0,0,1,0,맑음,"62,855",단일로 - 기타
월요일,대전광역시 서구 관저동,0,0,1,0,맑음,"14,751",단일로 - 기타
월요일,대전광역시 서구 관저동,0,0,1,0,맑음,"48,104",단일로 - 기타
월요일,대전광역시 대덕구 문평동,0,0,1,0,맑음,14,교차로 - 교차로횡단보도내
월요일,대전광역시 유성구 원내동,0,0,1,0,맑음,"11,429",기타 - 기타
월요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,"27,465",교차로 - 교차로안
월요일,대전광역시 동구 신흥동,0,0,1,0,맑음,"8,114",교차로 - 교차로횡단보도내
월요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,"27,465",단일로 - 터널
월요일,대전광역시 중구 은행동,0,1,1,0,맑음,752,교차로 - 교차로안
월요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,"27,465",교차로 - 교차로부근
월요일,대전광역시 유성구 하기동,0,0,2,0,맑음,"10,325",단일로 - 기타
월요일,대전광역시 서구 도마동,0,1,0,0,맑음,"34,939",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 도마동,0,1,0,0,맑음,"18,687",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 도마동,0,1,0,0,맑음,"16,252",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 둔산동,0,0,4,0,맑음,"70,196",교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,0,4,0,맑음,"16,308",교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,0,4,0,맑음,"35,023",교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,0,4,0,맑음,"18,865",교차로 - 교차로안
월요일,대전광역시 동구 성남동,0,0,1,0,맑음,"10,790",교차로 - 교차로안
월요일,대전광역시 동구 성남동,0,0,1,0,맑음,"10,790",교차로 - 교차로안
월요일,대전광역시 동구 중동,0,0,1,0,맑음,631,교차로 - 교차로안
월요일,대전광역시 중구 유천동,0,0,1,0,맑음,"18,716",단일로 - 기타
월요일,대전광역시 중구 유천동,0,0,1,0,맑음,"5,760",단일로 - 기타
월요일,대전광역시 중구 유천동,0,0,1,0,맑음,"12,956",단일로 - 기타
월요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로안
월요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,"44,694",교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,"11,127",교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,"13,437",교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,"20,130",교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"44,694",교차로 - 교차로부근
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"11,127",교차로 - 교차로부근
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"13,437",교차로 - 교차로부근
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"20,130",교차로 - 교차로부근
월요일,대전광역시 서구 월평동,0,0,2,0,맑음,"44,694",기타 - 기타
월요일,대전광역시 서구 월평동,0,0,2,0,맑음,"11,127",기타 - 기타
월요일,대전광역시 서구 월평동,0,0,2,0,맑음,"13,437",기타 - 기타
월요일,대전광역시 서구 월평동,0,0,2,0,맑음,"20,130",기타 - 기타
월요일,대전광역시 대덕구 비래동,0,1,0,0,맑음,"14,987",단일로 - 교량
월요일,대전광역시 대덕구 비래동,0,1,0,0,맑음,"14,987",단일로 - 교량
월요일,대전광역시 동구 가양동,0,0,1,1,맑음,"12,724",교차로 - 교차로부근
월요일,대전광역시 동구 가양동,0,0,1,1,맑음,"18,647",교차로 - 교차로부근
월요일,대전광역시 동구 가양동,0,0,1,1,맑음,"31,371",교차로 - 교차로부근
